Zone,Produit,origine,dispo_alim_tonnes,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité de matière grasse en quantité (g/personne/jour)
Oman,Bière,vegetal,14564.32,5.0,0.06,
Oman,Blé,vegetal,232811.19999999998,489.0,13.93,4.0
Oman,Boissons Alcooliques,vegetal,,,,
Oman,Boissons Fermentés,vegetal,,,,
Oman,Café,vegetal,7627.2,3.0,0.25,
Oman,Citrons & Limes,vegetal,11549.76,1.0,0.05,0.02
Oman,Coco (Incl Coprah),vegetal,10460.16,11.0,0.11,1.08
Oman,"Céréales, Autres",vegetal,15436.0,35.0,0.97,0.11
Oman,Dattes,vegetal,245341.6,240.0,2.33,0.61
Oman,Edulcorants Autres,vegetal,15327.04,19.0,,
Oman,Feve de Cacao,vegetal,4903.2,27.0,0.31,2.47
Oman,"Fruits, Autres",vegetal,295499.52,74.0,0.75,0.23
Oman,Girofles,vegetal,36.32,0.0,0.0,0.01
Oman,Graines Colza/Moutarde,vegetal,0.0,1.0,0.0,0.0
Oman,Graines de coton,vegetal,,,,
Oman,Graines de tournesol,vegetal,1816.0,4.0,0.17,0.37
Oman,Haricots,vegetal,980.6400000000001,3.0,0.17,0.01
Oman,Huil Plantes Oleif Autr,vegetal,4067.8400000000006,26.0,0.02,2.89
Oman,Huile Graines de Coton,vegetal,,,,
Oman,Huile d'Arachide,vegetal,72.64,1.0,,0.06
Oman,Huile d'Olive,vegetal,1234.88,8.0,,0.94
Oman,Huile de Coco,vegetal,1089.6,7.0,,0.81
Oman,Huile de Colza&Moutarde,vegetal,,,,
Oman,Huile de Germe de Maïs,vegetal,5738.56,38.0,,4.32
Oman,Huile de Palme,vegetal,24988.16,167.0,,18.85
Oman,Huile de Palmistes,vegetal,,,,
Oman,Huile de Soja,vegetal,2651.36,18.0,,2.01
Oman,Huile de Sésame,vegetal,108.96,1.0,,0.07
Oman,Huile de Tournesol,vegetal,7481.92,50.0,,5.66
Oman,Ignames,vegetal,36.32,0.0,,
Oman,"Légumes, Autres",vegetal,255874.4,50.0,2.65,0.41
Oman,Légumineuses Autres,vegetal,14382.72,37.0,2.45,0.28
Oman,Manioc,vegetal,2288.16,1.0,0.02,0.0
Oman,Maïs,vegetal,45581.6,100.0,2.31,0.33
Oman,Miel,vegetal,1707.04,4.0,0.01,
Oman,Millet,vegetal,,,,
Oman,Miscellanees,vegetal,,0.0,0.0,0.0
Oman,Noix,vegetal,5629.6,9.0,0.24,0.77
Oman,Oignons,vegetal,57567.2,13.0,0.48,0.09
Oman,Olives,vegetal,2796.64,2.0,0.02,0.23
Oman,"Oranges, Mandarines",vegetal,155667.52,25.0,0.44,0.05
Oman,Orge,vegetal,0.0,0.0,0.0,0.0
Oman,Palmistes,vegetal,,,,
Oman,Pamplemousse,vegetal,399.52,0.0,0.0,
Oman,Patates douces,vegetal,108.96,0.0,,
Oman,Piments,vegetal,1053.28,3.0,0.1,0.14
Oman,"Plantes Oleiferes, Autre",vegetal,181.6,1.0,0.02,0.04
Oman,Pois,vegetal,1888.64,5.0,0.32,0.03
Oman,Poivre,vegetal,944.32,2.0,0.08,0.02
Oman,Pommes,vegetal,31816.32,11.0,0.02,0.07
Oman,Pommes de Terre,vegetal,97264.96,48.0,1.09,0.06
Oman,Racines nda,vegetal,1670.72,1.0,0.02,0.0
Oman,Raisin,vegetal,20920.32,10.0,0.11,0.04
Oman,Riz (Eq Blanchi),vegetal,205389.6,558.0,10.38,1.08
Oman,Seigle,vegetal,0.0,0.0,0.0,0.0
Oman,Soja,vegetal,762.72,1.0,0.13,0.01
Oman,Sorgho,vegetal,,,,
Oman,Sucre Eq Brut,vegetal,113863.2,307.0,,
Oman,"Sucre, betterave",vegetal,0.0,0.0,,
Oman,"Sucre, canne",vegetal,,,,
Oman,Sésame,vegetal,108.96,1.0,0.02,0.04
Oman,Thé,vegetal,4612.64,1.0,0.34,
Oman,Tomates,vegetal,63523.67999999999,8.0,0.39,0.1
Oman,Vin,vegetal,,,,
Oman,"Épices, Autres",vegetal,11222.88,29.0,0.9,1.05
Ouganda,"Agrumes, Autres",vegetal,375.79,0.0,0.0,
Ouganda,"Alcool, non Comestible",vegetal,,,,
Ouganda,Aliments pour enfants,vegetal,375.79,0.0,0.0,0.0
Ouganda,Ananas,vegetal,2630.5300000000007,0.0,0.0,0.0
Ouganda,Arachides Decortiquees,vegetal,140921.25,56.0,2.38,4.61
Ouganda,Avoine,vegetal,0.0,0.0,0.0,0.0
Ouganda,Bananes,vegetal,548653.4,24.0,0.4,0.04
Ouganda,Bananes plantains,vegetal,3796982.16,246.0,2.21,0.55
Ouganda,Bière,vegetal,299504.63,9.0,0.11,
Ouganda,Blé,vegetal,381051.06,78.0,2.47,0.34
Ouganda,Boissons Alcooliques,vegetal,10897.91,2.0,,
Ouganda,Boissons Fermentés,vegetal,2450150.8,72.0,0.77,
Ouganda,Café,vegetal,3382.11,0.0,0.01,
Ouganda,Citrons & Limes,vegetal,0.0,,,
Ouganda,Coco (Incl Coprah),vegetal,0.0,0.0,0.0,0.0
Ouganda,"Céréales, Autres",vegetal,375.79,0.0,0.0,0.0
Ouganda,Dattes,vegetal,0.0,0.0,0.0,
Ouganda,Edulcorants Autres,vegetal,2254.74,1.0,,
Ouganda,Feve de Cacao,vegetal,375.79,0.0,0.0,0.02
Ouganda,"Fruits, Autres",vegetal,52986.39,2.0,0.02,0.02
Ouganda,Girofles,vegetal,0.0,0.0,,
Ouganda,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Ouganda,Graines de coton,vegetal,,,,
Ouganda,Graines de tournesol,vegetal,65763.25,12.0,0.33,0.69
Ouganda,Haricots,vegetal,851164.35,210.0,13.77,0.81
Ouganda,Huil Plantes Oleif Autr,vegetal,18789.5,12.0,0.0,1.37
Ouganda,Huile Graines de Coton,vegetal,6388.43,4.0,,0.47
Ouganda,Huile d'Arachide,vegetal,5636.85,4.0,,0.42
Ouganda,Huile d'Olive,vegetal,375.79,0.0,,0.01
Ouganda,Huile de Coco,vegetal,0.0,0.0,,0.0
Ouganda,Huile de Colza&Moutarde,vegetal,0.0,0.0,,0.0
Ouganda,Huile de Germe de Maïs,vegetal,375.79,0.0,,0.02
Ouganda,Huile de Palme,vegetal,143175.99,92.0,,10.45
Ouganda,Huile de Palmistes,vegetal,2254.74,1.0,,0.15
Ouganda,Huile de Soja,vegetal,25553.72,17.0,,1.87
Ouganda,Huile de Sésame,vegetal,25553.72,16.0,,1.85
Ouganda,Huile de Tournesol,vegetal,76661.16,49.0,,5.58
Ouganda,"Légumes, Autres",vegetal,800056.91,13.0,0.82,0.12
Ouganda,Légumineuses Autres,vegetal,26681.09,7.0,0.41,0.03
Ouganda,Manioc,vegetal,2847360.83,227.0,1.87,0.21
Ouganda,Maïs,vegetal,1839492.05,415.0,9.82,2.35
Ouganda,Miel,vegetal,751.58,0.0,0.0,
Ouganda,Millet,vegetal,184137.1,36.0,0.6,0.15
Ouganda,Miscellanees,vegetal,,0.0,0.01,0.0
Ouganda,Noix,vegetal,751.58,0.0,0.0,0.01
Ouganda,Oignons,vegetal,185640.26,5.0,0.15,0.01
Ouganda,Olives,vegetal,0.0,0.0,,0.0
Ouganda,"Oranges, Mandarines",vegetal,21795.82,0.0,0.0,0.0
Ouganda,Orge,vegetal,751.58,0.0,0.0,0.0
Ouganda,Palmistes,vegetal,,,,
Ouganda,Pamplemousse,vegetal,0.0,0.0,,
Ouganda,Patates douces,vegetal,1755690.88,123.0,1.66,0.26
Ouganda,Piments,vegetal,3006.32,1.0,0.03,0.02
Ouganda,"Plantes Oleiferes, Autre",vegetal,751.58,0.0,0.01,0.01
Ouganda,Pois,vegetal,6388.43,2.0,0.1,0.01
Ouganda,Poivre,vegetal,1878.95,0.0,0.01,0.0
Ouganda,Pommes,vegetal,2630.5300000000007,0.0,0.0,0.0
Ouganda,Pommes de Terre,vegetal,148061.26,8.0,0.16,0.01
Ouganda,Racines nda,vegetal,0.0,0.0,,
Ouganda,Raisin,vegetal,375.79,0.0,,
Ouganda,Riz (Eq Blanchi),vegetal,174366.56,45.0,0.87,0.07
Ouganda,Seigle,vegetal,,,,
Ouganda,Soja,vegetal,375.79,0.0,0.01,0.01
Ouganda,Sorgho,vegetal,83425.38,19.0,0.6,0.18
Ouganda,Sucre Eq Brut,vegetal,432158.5,111.0,,
Ouganda,Sucre non centrifugé,vegetal,9018.96,2.0,,
Ouganda,"Sucre, betterave",vegetal,,,,
Ouganda,"Sucre, canne",vegetal,169857.07999999996,3.0,0.04,0.01
Ouganda,Sésame,vegetal,44343.22,18.0,0.58,1.57
Ouganda,Thé,vegetal,375.79,0.0,0.0,
Ouganda,Tomates,vegetal,34196.89,1.0,0.03,0.01
Ouganda,Vin,vegetal,1878.95,0.0,,
Ouganda,"Épices, Autres",vegetal,1127.37,0.0,0.01,0.01
Ouzbékistan,"Agrumes, Autres",vegetal,1157.36,0.0,0.0,0.0
Ouzbékistan,Aliments pour enfants,vegetal,868.02,0.0,0.01,0.0
Ouzbékistan,Ananas,vegetal,1157.36,0.0,0.0,
Ouzbékistan,Arachides Decortiquees,vegetal,0.0,0.0,0.0,0.0
Ouzbékistan,Avoine,vegetal,2025.3800000000003,0.0,0.02,0.01
Ouzbékistan,Bananes,vegetal,3761.42,0.0,0.0,0.0
Ouzbékistan,Bière,vegetal,206878.1,10.0,0.1,
Ouzbékistan,Blé,vegetal,4907206.4,1322.0,39.56,4.04
Ouzbékistan,Boissons Alcooliques,vegetal,95192.86,27.0,,
Ouzbékistan,Café,vegetal,0.0,0.0,0.0,
Ouzbékistan,Citrons & Limes,vegetal,1157.36,0.0,0.0,0.0
Ouzbékistan,Coco (Incl Coprah),vegetal,289.34,0.0,0.0,0.0
Ouzbékistan,"Céréales, Autres",vegetal,31827.400000000005,7.0,0.2,0.02
Ouzbékistan,Dattes,vegetal,0.0,0.0,0.0,0.0
Ouzbékistan,Edulcorants Autres,vegetal,0.0,0.0,,
Ouzbékistan,Feve de Cacao,vegetal,9548.22,3.0,0.07,0.29
Ouzbékistan,"Fruits, Autres",vegetal,1055222.98,48.0,0.8,0.38
Ouzbékistan,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Ouzbékistan,Graines de coton,vegetal,,,,
Ouzbékistan,Graines de tournesol,vegetal,,,,
Ouzbékistan,Haricots,vegetal,0.0,0.0,0.0,0.0
Ouzbékistan,Huil Plantes Oleif Autr,vegetal,8969.54,7.0,0.0,0.83
Ouzbékistan,Huile Graines de Coton,vegetal,218451.7,183.0,0.01,20.72
Ouzbékistan,Huile d'Arachide,vegetal,0.0,0.0,,0.0
Ouzbékistan,Huile d'Olive,vegetal,0.0,0.0,,0.01
Ouzbékistan,Huile de Coco,vegetal,3182.74,3.0,,0.29
Ouzbékistan,Huile de Colza&Moutarde,vegetal,578.68,0.0,,0.05
Ouzbékistan,Huile de Germe de Maïs,vegetal,5208.12,4.0,,0.48
Ouzbékistan,Huile de Palme,vegetal,,,,
Ouzbékistan,Huile de Palmistes,vegetal,,,,
Ouzbékistan,Huile de Soja,vegetal,6944.16,6.0,,0.66
Ouzbékistan,Huile de Tournesol,vegetal,65680.18,55.0,,6.22
Ouzbékistan,"Légumes, Autres",vegetal,4920516.04,134.0,5.3,0.86
Ouzbékistan,Légumineuses Autres,vegetal,1446.7,0.0,0.03,0.0
Ouzbékistan,Maïs,vegetal,138593.86,36.0,0.83,0.12
Ouzbékistan,Miel,vegetal,7233.5,2.0,0.0,
Ouzbékistan,Millet,vegetal,,,,
Ouzbékistan,Miscellanees,vegetal,,1.0,0.02,0.01
Ouzbékistan,Noix,vegetal,32984.759999999995,10.0,0.27,0.9
Ouzbékistan,Oignons,vegetal,979994.5799999998,29.0,1.02,0.19
Ouzbékistan,Olives,vegetal,289.34,0.0,0.0,0.0
Ouzbékistan,"Oranges, Mandarines",vegetal,4340.1,0.0,0.0,0.0
Ouzbékistan,Orge,vegetal,74939.06,16.0,0.45,0.05
Ouzbékistan,Pamplemousse,vegetal,2314.72,0.0,0.0,0.0
Ouzbékistan,Piments,vegetal,5208.12,2.0,0.06,0.08
Ouzbékistan,"Plantes Oleiferes, Autre",vegetal,,,,
Ouzbékistan,Pois,vegetal,,,,
Ouzbékistan,Poivre,vegetal,289.34,0.0,0.0,0.0
Ouzbékistan,Pommes,vegetal,639730.74,29.0,0.06,0.18
Ouzbékistan,Pommes de Terre,vegetal,1510065.46,96.0,2.29,0.14
Ouzbékistan,Raisin,vegetal,929360.0799999998,48.0,0.46,0.33
Ouzbékistan,Riz (Eq Blanchi),vegetal,111974.58,37.0,0.69,0.07
Ouzbékistan,Seigle,vegetal,,,,
Ouzbékistan,Soja,vegetal,,,,
Ouzbékistan,Sorgho,vegetal,,,,
Ouzbékistan,Sucre Eq Brut,vegetal,284421.22,96.0,,
Ouzbékistan,"Sucre, betterave",vegetal,,,,
Ouzbékistan,Sésame,vegetal,3761.42,2.0,0.06,0.17
Ouzbékistan,Thé,vegetal,25172.58,1.0,0.24,
Ouzbékistan,Tomates,vegetal,2181044.92,35.0,1.65,0.41
Ouzbékistan,Vin,vegetal,28644.66,2.0,,
Ouzbékistan,"Épices, Autres",vegetal,1157.36,0.0,0.02,0.02
Pakistan,"Agrumes, Autres",vegetal,0.0,0.0,0.0,
Pakistan,"Alcool, non Comestible",vegetal,,,,
Pakistan,Aliments pour enfants,vegetal,5464.29,0.0,0.01,0.0
Pakistan,Ananas,vegetal,5464.29,0.0,0.0,0.0
Pakistan,Arachides Decortiquees,vegetal,12750.010000000002,1.0,0.05,0.09
Pakistan,Avoine,vegetal,0.0,0.0,0.0,0.0
Pakistan,Bananes,vegetal,21857.16,0.0,0.0,0.0
Pakistan,Bière,vegetal,3642.86,0.0,0.0,
Pakistan,Blé,vegetal,20696909.09,903.0,23.56,4.51
Pakistan,Boissons Alcooliques,vegetal,0.0,0.0,,
Pakistan,Boissons Fermentés,vegetal,5464.29,0.0,0.0,
Pakistan,Café,vegetal,1821.43,0.0,0.0,
Pakistan,Citrons & Limes,vegetal,81964.35,0.0,0.01,0.0
Pakistan,Coco (Incl Coprah),vegetal,45535.75,1.0,0.01,0.09
Pakistan,"Céréales, Autres",vegetal,0.0,0.0,0.0,0.0
Pakistan,Dattes,vegetal,415286.0399999999,10.0,0.09,0.03
Pakistan,Edulcorants Autres,vegetal,30964.310000000005,1.0,0.0,
Pakistan,Feve de Cacao,vegetal,9107.15,0.0,0.01,0.03
Pakistan,"Fruits, Autres",vegetal,2566394.87,17.0,0.17,0.13
Pakistan,Girofles,vegetal,1821.43,0.0,0.0,0.0
Pakistan,Graines Colza/Moutarde,vegetal,0.0,0.0,0.0,0.0
Pakistan,Graines de coton,vegetal,,,,
Pakistan,Graines de tournesol,vegetal,,,,
Pakistan,Haricots,vegetal,189428.72,10.0,0.61,0.04
Pakistan,Huil Plantes Oleif Autr,vegetal,0.0,0.0,0.0,0.0
Pakistan,Huile Graines de Coton,vegetal,444428.92,52.0,0.03,5.87
Pakistan,Huile d'Arachide,vegetal,18214.3,2.0,,0.26
Pakistan,Huile d'Olive,vegetal,1821.43,0.0,,0.03
Pakistan,Huile de Coco,vegetal,12750.010000000002,1.0,0.0,0.16
Pakistan,Huile de Colza&Moutarde,vegetal,218571.6,25.0,0.02,2.82
Pakistan,Huile de Germe de Maïs,vegetal,0.0,0.0,,0.0
Pakistan,Huile de Palme,vegetal,1326001.04,156.0,0.09,17.62
Pakistan,Huile de Palmistes,vegetal,9107.15,1.0,,0.14
Pakistan,Huile de Soja,vegetal,36428.6,5.0,0.0,0.53
Pakistan,Huile de Son de Riz,vegetal,5464.29,1.0,,0.08
Pakistan,Huile de Sésame,vegetal,0.0,0.0,0.0,0.01
Pakistan,Huile de Tournesol,vegetal,147535.83,19.0,0.0,2.09
Pakistan,"Légumes, Autres",vegetal,2409751.89,9.0,0.41,0.06
Pakistan,Légumineuses Autres,vegetal,797786.34,42.0,2.53,0.35
Pakistan,Manioc,vegetal,1821.43,0.0,0.0,0.0
Pakistan,Maïs,vegetal,2648359.22,129.0,3.51,1.78
Pakistan,Miel,vegetal,3642.86,0.0,0.0,
Pakistan,Millet,vegetal,131142.96,7.0,0.17,0.04
Pakistan,Miscellanees,vegetal,,0.0,0.0,0.0
Pakistan,Noix,vegetal,138428.68,5.0,0.12,0.23
Pakistan,Oignons,vegetal,1520894.05,10.0,0.32,0.05
Pakistan,Olives,vegetal,0.0,0.0,0.0,0.0
Pakistan,"Oranges, Mandarines",vegetal,1599215.54,7.0,0.16,0.05
Pakistan,Orge,vegetal,27321.45,1.0,0.02,0.0
Pakistan,Palmistes,vegetal,,,,
Pakistan,Pamplemousse,vegetal,0.0,0.0,0.0,
Pakistan,Patates douces,vegetal,14571.44,0.0,0.0,0.0
Pakistan,Piments,vegetal,142071.54,6.0,0.35,0.17
Pakistan,"Plantes Oleiferes, Autre",vegetal,265928.78,13.0,1.27,0.53
Pakistan,Pois,vegetal,214928.74,11.0,0.73,0.06
Pakistan,Poivre,vegetal,7285.72,0.0,0.01,0.0
Pakistan,Pommes,vegetal,562821.87,4.0,0.03,0.02
Pakistan,Pommes de Terre,vegetal,2792252.19,28.0,0.67,0.04
Pakistan,Racines nda,vegetal,480857.52,7.0,0.12,0.01
Pakistan,Raisin,vegetal,92892.93,1.0,0.01,0.0
Pakistan,Riz (Eq Blanchi),vegetal,2231251.75,125.0,2.4,0.24
Pakistan,Seigle,vegetal,,,,
Pakistan,Soja,vegetal,0.0,0.0,0.0,0.0
Pakistan,Sorgho,vegetal,103821.50999999998,5.0,0.14,0.06
Pakistan,Sucre Eq Brut,vegetal,4752110.87,254.0,,
Pakistan,Sucre non centrifugé,vegetal,267750.21,14.0,0.04,
Pakistan,"Sucre, betterave",vegetal,,,,
Pakistan,"Sucre, canne",vegetal,3375109.79,15.0,0.05,0.1
Pakistan,Sésame,vegetal,,,,
Pakistan,Thé,vegetal,116571.52,1.0,0.17,
Pakistan,Tomates,vegetal,868822.1099999999,2.0,0.1,0.03
Pakistan,Vin,vegetal,0.0,0.0,,
Pakistan,"Épices, Autres",vegetal,123857.24000000002,6.0,0.19,0.15
Panama,"Agrumes, Autres",vegetal,2511.6,0.0,0.0,0.0
Panama,"Alcool, non Comestible",vegetal,,,,
Panama,Aliments pour enfants,vegetal,5680.08,15.0,0.61,0.12
Panama,Ananas,vegetal,16808.4,4.0,0.03,0.01
Panama,Arachides Decortiquees,vegetal,1391.04,6.0,0.25,0.49
Panama,Avoine,vegetal,5370.96,8.0,0.34,0.13
Panama,Bananes,vegetal,53168.64,10.0,0.14,0.03
Panama,Bananes plantains,vegetal,84582.96,45.0,0.48,0.18
Panama,Bière,vegetal,301082.88,77.0,0.64,
Panama,Blé,vegetal,150541.44,323.0,8.45,3.8
Panama,Boissons Alcooliques,vegetal,12403.44,26.0,,
Panama,Boissons Fermentés,vegetal,386.4,0.0,,
Panama,Café,vegetal,9582.72,3.0,0.43,
Panama,Citrons & Limes,vegetal,231.84,0.0,,
Panama,Coco (Incl Coprah),vegetal,10935.12,9.0,0.13,0.81
Panama,"Céréales, Autres",vegetal,927.36,2.0,0.06,0.01
Panama,Dattes,vegetal,38.64,0.0,,
Panama,Edulcorants Autres,vegetal,10394.16,23.0,0.01,
Panama,Feve de Cacao,vegetal,3207.12,14.0,0.18,1.28
Panama,"Fruits, Autres",vegetal,75888.96,21.0,0.2,0.42
Panama,Girofles,vegetal,38.64,0.0,0.0,0.0
Panama,Graines Colza/Moutarde,vegetal,0.0,2.0,0.0,0.0
Panama,Graines de coton,vegetal,,,,
Panama,Graines de tournesol,vegetal,347.76,1.0,0.03,0.07
Panama,Haricots,vegetal,7071.12,17.0,1.1,0.08
Panama,Huil Plantes Oleif Autr,vegetal,2125.2,13.0,,1.51
Panama,Huile Graines de Coton,vegetal,0.0,0.0,,0.0
Panama,Huile d'Arachide,vegetal,0.0,0.0,,0.0
Panama,Huile d'Olive,vegetal,1120.56,7.0,,0.81
Panama,Huile de Coco,vegetal,38.64,0.0,,0.04
Panama,Huile de Colza&Moutarde,vegetal,1970.64,12.0,,1.4
Panama,Huile de Germe de Maïs,vegetal,386.4,3.0,,0.29
Panama,Huile de Palme,vegetal,927.36,6.0,,0.67
Panama,Huile de Palmistes,vegetal,,,,
Panama,Huile de Soja,vegetal,28902.72,183.0,0.06,20.6
Panama,Huile de Sésame,vegetal,154.56,1.0,,0.1
Panama,Huile de Tournesol,vegetal,1970.64,12.0,,1.38
Panama,Ignames,vegetal,20479.2,13.0,0.26,0.03
Panama,"Légumes, Autres",vegetal,49227.36,13.0,0.55,0.09
Panama,Légumineuses Autres,vegetal,11978.4,29.0,1.92,0.13
Panama,Manioc,vegetal,17194.8,11.0,0.09,0.04
Panama,Maïs,vegetal,98763.84,174.0,3.92,0.54
Panama,Miel,vegetal,115.92,0.0,,
Panama,Millet,vegetal,,,,
Panama,Miscellanees,vegetal,,11.0,0.31,0.13
Panama,Noix,vegetal,2666.16,5.0,0.13,0.45
Panama,Oignons,vegetal,29946.0,9.0,0.28,0.04
Panama,Olives,vegetal,540.96,0.0,0.0,0.04
Panama,"Oranges, Mandarines",vegetal,58423.68,10.0,0.17,0.03
Panama,Orge,vegetal,0.0,0.0,0.0,0.0
Panama,Palmistes,vegetal,,,,
Panama,Pamplemousse,vegetal,1816.08,0.0,0.0,
Panama,Patates douces,vegetal,38.64,0.0,,
Panama,Piments,vegetal,77.28,0.0,0.01,0.01
Panama,"Plantes Oleiferes, Autre",vegetal,38.64,0.0,,0.01
Panama,Pois,vegetal,1004.64,2.0,0.16,0.01
Panama,Poivre,vegetal,193.2,0.0,0.01,0.0
Panama,Pommes,vegetal,40765.2,7.0,0.03,0.03
Panama,Pommes de Terre,vegetal,54018.72,22.0,0.49,0.04
Panama,Racines nda,vegetal,4095.84,3.0,0.05,0.01
Panama,Raisin,vegetal,11476.08,5.0,0.04,0.03
Panama,Riz (Eq Blanchi),vegetal,256646.88,632.0,12.5,1.06
Panama,Seigle,vegetal,38.64,0.0,0.0,
Panama,Soja,vegetal,13639.92,38.0,3.19,1.55
Panama,Sorgho,vegetal,,,,
Panama,Sucre Eq Brut,vegetal,103052.88,278.0,,
Panama,Sucre non centrifugé,vegetal,20904.24,31.0,0.01,
Panama,"Sucre, canne",vegetal,,,,
Panama,Sésame,vegetal,,,,
Panama,Thé,vegetal,1622.88,0.0,0.08,
Panama,Tomates,vegetal,32998.56,7.0,0.3,0.08
Panama,Vin,vegetal,4752.72,3.0,,
Panama,"Épices, Autres",vegetal,579.6,1.0,0.04,0.05
Paraguay,"Agrumes, Autres",vegetal,0.0,0.0,,
Paraguay,"Alcool, non Comestible",vegetal,,,,
Paraguay,Aliments pour enfants,vegetal,1564.46,2.0,0.1,0.02
Paraguay,Ananas,vegetal,57408.88,8.0,0.05,0.02
Paraguay,Arachides Decortiquees,vegetal,10747.16,24.0,1.12,1.94
Paraguay,Avoine,vegetal,612.18,0.0,0.02,0.01
Paraguay,Bananes,vegetal,32581.58,8.0,0.1,0.01
Paraguay,Bananes plantains,vegetal,,,,
Paraguay,Bière,vegetal,235893.36,47.0,0.47,
Paraguay,Blé,vegetal,214331.02,224.0,5.74,1.83
Paraguay,Boissons Alcooliques,vegetal,22310.56,26.0,,
Paraguay,Boissons Fermentés,vegetal,3537.04,1.0,0.0,
Paraguay,Café,vegetal,2652.78,0.0,0.02,
Paraguay,Citrons & Limes,vegetal,8978.64,1.0,0.01,0.01
Paraguay,Coco (Incl Coprah),vegetal,884.26,0.0,0.0,0.05
Paraguay,"Céréales, Autres",vegetal,1020.3,1.0,0.02,0.0
Paraguay,Dattes,vegetal,0.0,0.0,,
Paraguay,Edulcorants Autres,vegetal,6461.9,5.0,0.0,0.0
Paraguay,Feve de Cacao,vegetal,4081.2,11.0,0.14,1.01
Paraguay,"Fruits, Autres",vegetal,102506.14,15.0,0.19,0.51
Paraguay,Girofles,vegetal,0.0,0.0,,
Paraguay,Graines Colza/Moutarde,vegetal,0.0,2.0,0.0,0.0
Paraguay,Graines de coton,vegetal,,,,
Paraguay,Graines de tournesol,vegetal,6529.92,8.0,0.32,0.7
Paraguay,Haricots,vegetal,34622.18,47.0,3.07,0.22
Paraguay,Huil Plantes Oleif Autr,vegetal,3196.94,11.0,0.01,1.25
Paraguay,Huile Graines de Coton,vegetal,6393.88,23.0,,2.59
Paraguay,Huile d'Arachide,vegetal,408.12,1.0,,0.17
Paraguay,Huile d'Olive,vegetal,476.14000000000004,2.0,,0.19
Paraguay,Huile de Coco,vegetal,,,,
Paraguay,Huile de Colza&Moutarde,vegetal,,,,
Paraguay,Huile de Germe de Maïs,vegetal,68.02,0.0,,0.03
Paraguay,Huile de Palme,vegetal,4013.18,14.0,,1.61
Paraguay,Huile de Palmistes,vegetal,6597.94,23.0,,2.65
Paraguay,Huile de Soja,vegetal,55028.18,196.0,,22.17
Paraguay,Huile de Sésame,vegetal,,,,
Paraguay,Huile de Tournesol,vegetal,12515.68,45.0,,5.04
Paraguay,"Légumes, Autres",vegetal,196781.86,17.0,0.6,0.08
Paraguay,Légumineuses Autres,vegetal,13808.059999999998,19.0,1.3,0.11
Paraguay,Manioc,vegetal,840183.04,289.0,1.91,0.78
Paraguay,Maïs,vegetal,403494.64,551.0,14.36,6.57
Paraguay,Miel,vegetal,1768.52,2.0,0.0,
Paraguay,Millet,vegetal,0.0,0.0,0.0,
Paraguay,Miscellanees,vegetal,,2.0,0.04,0.02
Paraguay,Noix,vegetal,136.04,0.0,0.01,0.02
Paraguay,Oignons,vegetal,26527.8,4.0,0.14,0.02
Paraguay,Olives,vegetal,612.18,0.0,0.0,0.03
Paraguay,"Oranges, Mandarines",vegetal,275344.96,30.0,0.55,0.11
Paraguay,Orge,vegetal,2516.74,2.0,0.03,
Paraguay,Palmistes,vegetal,,,,
Paraguay,Pamplemousse,vegetal,11223.3,1.0,0.01,0.0
Paraguay,Patates douces,vegetal,38227.24,13.0,0.15,0.03
Paraguay,Piments,vegetal,0.0,0.0,0.0,0.0
Paraguay,"Plantes Oleiferes, Autre",vegetal,0.0,0.0,,
Paraguay,Pois,vegetal,5237.54,7.0,0.47,0.04
Paraguay,Poivre,vegetal,68.02,0.0,0.0,0.0
Paraguay,Pommes,vegetal,7754.279999999999,1.0,0.01,0.01
Paraguay,Pommes de Terre,vegetal,19725.8,5.0,0.13,0.01
Paraguay,Racines nda,vegetal,0.0,0.0,,
Paraguay,Raisin,vegetal,1088.32,0.0,0.0,0.0
Paraguay,Riz (Eq Blanchi),vegetal,33397.82,50.0,0.98,0.1
Paraguay,Seigle,vegetal,0.0,0.0,,
Paraguay,Soja,vegetal,0.0,0.0,0.0,
Paraguay,Sorgho,vegetal,,,,
Paraguay,Sucre Eq Brut,vegetal,164404.34,241.0,,
Paraguay,"Sucre, canne",vegetal,,,,
Paraguay,Sésame,vegetal,11223.3,26.0,0.8,2.25
Paraguay,Thé,vegetal,80331.62,13.0,3.23,
Paraguay,Tomates,vegetal,72713.38,7.0,0.27,0.08
Paraguay,Vin,vegetal,20269.96,6.0,0.0,
Paraguay,"Épices, Autres",vegetal,680.2,1.0,0.04,0.04
Pays-Bas,"Agrumes, Autres",vegetal,0.0,0.0,0.0,0.0
Pays-Bas,"Alcool, non Comestible",vegetal,,,,
Pays-Bas,Aliments pour enfants,vegetal,,,,
Pays-Bas,Ananas,vegetal,72398.88,5.0,0.04,0.01
Pays-Bas,Arachides Decortiquees,vegetal,19272.85,18.0,0.82,1.51
Pays-Bas,Avoine,vegetal,23797.78,10.0,0.39,0.19
Pays-Bas,Bananes,vegetal,101391.95,12.0,0.15,0.03
